Level,District Code,District_Name,School Code,School_Name,Content,Test_Grade,# of Total Records,Valid_Scores,# of No Scores,Participation Rate,Mean Scale Score,# Did Not Yet Meet Expectations,Percent_Did_Not_Yet_Meet_Expectations,# Partially Met Expectations,Percent_Partially_Met_Expectations,# Approached Expectations,Percent_Approached_Expectations,# Met Expectations,Percent_Met_Expectations,# Exceeded Expectations,Percent_Exceeded_Expectations,# Met or Exceeded Expectations,Percent_Met_or_Exceeded_Expectations,2017 Mean Scale Score**,2017 # Met or Exceeded Expectations**,2017 % Met or Exceeded Expectations**,% Change in Met or Exceeded Expectations**
SCHOOL,1420,JEFFERSON COUNTY R-1,8856,THREE CREEKS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      56,      56,       0,100.0,754,       6,10.7,       4,7.1,      12,21.4,*,*,*,*,      34,60.7,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,8856,THREE CREEKS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,      46,      45,       1,97.8,758,*,*,*,*,       8,17.8,      29,64.4,       4,8.9,      33,73.3,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,8856,THREE CREEKS ELEMENTARY SCHOOL,Mathematics,All Grades,     223,     220,       3,98.7,747,      23,10.5,      29,13.2,      62,28.2,      85,38.6,      21,9.5,     106,48.2,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,8856,THREE CREEKS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      58,      57,       1,98.3,764,*,*,*,*,      12,21.1,      29,50.9,      12,21.1,      41,71.9,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,8856,THREE CREEKS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      63,      62,       1,98.4,740,      11,17.7,       8,12.9,      16,25.8,*,*,*,*,      27,43.5,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,8856,THREE CREEKS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      56,      56,       0,100.0,739,       7,12.5,      13,23.2,      15,26.8,*,*,*,*,      21,37.5,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,8856,THREE CREEKS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,      46,      45,       1,97.8,744,*,*,*,*,      19,42.2,*,*,*,*,      17,37.8,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,English Language Arts,All Grades,     107,     102,       5,95.3,738,      12,11.8,      23,22.5,      32,31.4,      30,29.4,       5,4.9,      35,34.3,728,      34,25.0,   9.3
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,English Language Arts,English Language Arts Grade 03,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,English Language Arts,English Language Arts Grade 04,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,English Language Arts,English Language Arts Grade 05,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,English Language Arts,English Language Arts Grade 06,      20,      19,       1,95.0,745,*,*,*,*,       7,36.8,*,*,*,*,       8,42.1,729,       5,27.8,  14.3
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,English Language Arts,English Language Arts Grade 07,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,719,*,*,*
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,English Language Arts,English Language Arts Grade 08,      31,      30,       1,96.8,725,       7,23.3,       7,23.3,      12,40.0,*,*,*,*,       4,13.3,717,       4,20.0,  -6.7
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,Mathematics,All Grades,     106,      99,       7,93.4,729,       9,9.1,      33,33.3,      41,41.4,*,*,*,*,      16,16.2,727,      27,20.1,  -3.9
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,Mathematics,Mathematics Grade 03,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,Mathematics,Mathematics Grade 04,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,Mathematics,Mathematics Grade 05,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,Mathematics,Mathematics Grade 06,      20,      18,       2,90.0,729,*,*,*,*,       8,44.4,*,*,*,*,*,*,732,       6,33.3,*
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,Mathematics,Mathematics Grade 07,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,725,*,*,*
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,Mathematics,Mathematics Grade 08,      26,      25,       1,96.2,716,       5,20.0,      10,40.0,*,*,*,*,*,*,*,*,722,       4,21.1,*
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,Mathematics,Algebra I,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,Mathematics,Geometry,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,English Language Arts,All Grades,     204,     199,       5,97.5,768,*,*,*,*,      37,18.6,     113,56.8,      33,16.6,     146,73.4,767,     167,75.9,  -2.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      77,      73,       4,94.8,766,*,*,*,*,*,*,      42,57.5,      10,13.7,      52,71.2,764,      37,71.2,   0.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      53,      52,       1,98.1,767,*,*,*,*,      13,25.0,      18,34.6,      16,30.8,      34,65.4,766,      55,79.7, -14.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      74,      74,       0,100.0,770,*,*,*,*,*,*,      53,71.6,       7,9.5,      60,81.1,774,      56,81.2,  -0.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,Mathematics,All Grades,     204,     201,       3,98.5,757,*,*,*,*,      57,28.4,     101,50.2,      20,10.0,     121,60.2,760,     141,64.1,  -3.9
SCHOOL,1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      77,      74,       3,96.1,761,*,*,*,*,      17,23.0,      41,55.4,       9,12.2,      50,67.6,763,      36,69.2,  -1.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      53,      53,       0,100.0,752,*,*,*,*,      15,28.3,*,*,*,*,      29,54.7,762,      46,66.7, -12.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      74,      74,       0,100.0,756,*,*,*,*,      25,33.8,*,*,*,*,      42,56.8,763,      44,63.8,  -7.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,English Language Arts,All Grades,     269,     263,       6,97.8,757,      15,5.7,      23,8.7,      66,25.1,     130,49.4,      29,11.0,     159,60.5,750,     145,54.5,   6.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      80,      77,       3,96.3,751,       6,7.8,       8,10.4,      23,29.9,*,*,*,*,      40,51.9,739,      28,40.6,  11.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      67,      67,       0,100.0,762,*,*,*,*,      14,20.9,      31,46.3,      14,20.9,      45,67.2,759,      41,65.1,   2.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      61,      59,       2,96.7,759,*,*,*,*,      16,27.1,*,*,*,*,      36,61.0,752,      32,54.2,   6.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,      61,      60,       1,98.4,758,*,*,*,*,      13,21.7,      29,48.3,       9,15.0,      38,63.3,751,      44,58.7,   4.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,Mathematics,All Grades,     269,     263,       6,97.8,753,      15,5.7,      27,10.3,      67,25.5,     127,48.3,      27,10.3,     154,58.6,752,     144,54.1,   4.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      80,      77,       3,96.3,752,       5,6.5,       8,10.4,      25,32.5,      28,36.4,      11,14.3,      39,50.6,751,      35,50.7,  -0.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      67,      67,       0,100.0,755,*,*,*,*,      15,22.4,*,*,*,*,      44,65.7,761,      43,68.3,  -2.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      61,      59,       2,96.7,753,*,*,*,*,      14,23.7,      30,50.8,       6,10.2,      36,61.0,752,      31,52.5,   8.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,      61,      60,       1,98.4,753,*,*,*,*,      13,21.7,*,*,*,*,      35,58.3,746,      35,46.7,  11.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,English Language Arts,All Grades,     290,     284,       6,97.9,743,      30,10.6,      50,17.6,      73,25.7,     122,43.0,       9,3.2,     131,46.1,744,     124,44.0,   2.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      75,      74,       1,98.7,738,      11,14.9,      16,21.6,      17,23.0,*,*,*,*,      30,40.5,737,      24,36.9,   3.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      63,      63,       0,100.0,736,*,*,*,*,      19,30.2,*,*,*,*,      23,36.5,745,      27,41.5,  -5.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      69,      66,       3,95.7,746,*,*,*,*,      20,30.3,*,*,*,*,      31,47.0,749,      39,49.4,  -2.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,      83,      81,       2,97.6,752,       4,4.9,      13,16.0,      17,21.0,      42,51.9,       5,6.2,      47,58.0,744,      34,46.6,  11.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,Mathematics,All Grades,     290,     283,       7,97.6,740,      27,9.5,      62,21.9,      84,29.7,      99,35.0,      11,3.9,     110,38.9,742,     116,41.3,  -2.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      75,      74,       1,98.7,740,      10,13.5,      15,20.3,      19,25.7,      26,35.1,       4,5.4,      30,40.5,742,      29,44.6,  -4.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      63,      62,       1,98.4,739,       6,9.7,      14,22.6,      19,30.6,*,*,*,*,      23,37.1,745,      29,44.6,  -7.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      69,      66,       3,95.7,741,       7,10.6,      13,19.7,      21,31.8,*,*,*,*,      25,37.9,743,      32,40.5,  -2.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,      83,      81,       2,97.6,740,       4,4.9,      20,24.7,      25,30.9,*,*,*,*,      32,39.5,737,      26,36.1,   3.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,English Language Arts,All Grades,     101,      99,       2,98.0,737,      15,15.2,      21,21.2,      31,31.3,      26,26.3,       6,6.1,      32,32.3,727,      24,23.8,   8.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      21,      20,       1,95.2,732,*,*,*,*,       5,25.0,*,*,*,*,       7,35.0,719,       4,16.7,  18.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      23,      22,       1,95.7,749,*,*,*,*,       8,36.4,*,*,*,*,       8,36.4,733,       8,36.4,   0.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      29,      29,       0,100.0,737,       5,17.2,       5,17.2,       9,31.0,*,*,*,*,      10,34.5,730,       7,25.0,   9.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,      28,      28,       0,100.0,730,       4,14.3,       8,28.6,       9,32.1,*,*,*,*,       7,25.0,727,       5,18.5,   6.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,Mathematics,All Grades,     101,     100,       1,99.0,721,      27,27.0,      31,31.0,      23,23.0,*,*,*,*,      19,19.0,718,      15,14.9,   4.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      21,      20,       1,95.2,733,*,*,*,*,       4,20.0,*,*,*,*,       7,35.0,724,       6,25.0,  10.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      23,      23,       0,100.0,728,*,*,*,*,       5,21.7,*,*,*,*,       7,30.4,725,       5,22.7,   7.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      28,      28,       0,100.0,714,      11,39.3,       7,25.0,*,*,*,*,*,*,*,*,712,*,*,*
SCHOOL,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,      29,      29,       0,100.0,714,       9,31.0,      11,37.9,*,*,*,*,*,*,*,*,714,*,*,*
SCHOOL,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,English Language Arts,All Grades,     195,     194,       1,99.5,753,      15,7.7,      22,11.3,      45,23.2,      95,49.0,      17,8.8,     112,57.7,757,     122,64.6,  -6.9
SCHOOL,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      53,      52,       1,98.1,746,       4,7.7,      11,21.2,      13,25.0,*,*,*,*,      24,46.2,748,      24,51.1,  -4.9
SCHOOL,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      48,      48,       0,100.0,762,*,*,*,*,       8,16.7,      25,52.1,       8,16.7,      33,68.8,757,      35,66.0,   2.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      54,      54,       0,100.0,752,*,*,*,*,      14,25.9,*,*,*,*,      32,59.3,754,      28,63.6,  -4.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,      40,      40,       0,100.0,753,*,*,*,*,      10,25.0,      18,45.0,       5,12.5,      23,57.5,770,      35,77.8, -20.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,Mathematics,All Grades,     195,     194,       1,99.5,743,      18,9.3,      26,13.4,      65,33.5,      78,40.2,       7,3.6,      85,43.8,744,      88,46.6,  -2.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      53,      52,       1,98.1,749,       4,7.7,       6,11.5,      16,30.8,*,*,*,*,      26,50.0,742,      18,38.3,  11.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      48,      48,       0,100.0,744,*,*,*,*,      18,37.5,*,*,*,*,      20,41.7,739,      24,45.3,  -3.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      54,      54,       0,100.0,735,       8,14.8,      10,18.5,      18,33.3,*,*,*,*,      18,33.3,738,      19,43.2,  -9.9
SCHOOL,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,      40,      40,       0,100.0,746,*,*,*,*,      13,32.5,*,*,*,*,      21,52.5,760,      27,60.0,  -7.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,English Language Arts,All Grades,     420,     388,      32,92.4,747,      26,6.7,      63,16.2,     106,27.3,     160,41.2,      33,8.5,     193,49.7,756,     249,61.8, -12.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,English Language Arts,English Language Arts Grade 07,     199,     185,      14,93.0,749,      10,5.4,      31,16.8,      42,22.7,      80,43.2,      22,11.9,     102,55.1,754,     127,61.7,  -6.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,English Language Arts,English Language Arts Grade 08,     221,     203,      18,91.9,745,      16,7.9,      32,15.8,      64,31.5,      80,39.4,      11,5.4,      91,44.8,758,     122,61.9, -17.1
SCHOOL,1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,Mathematics,All Grades,     417,     386,      31,92.6,748,      25,6.5,      54,14.0,     117,30.3,     176,45.6,      14,3.6,     190,49.2,748,     206,50.4,  -1.2
SCHOOL,1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,Mathematics,Mathematics Grade 07,     198,     185,      13,93.4,747,*,*,*,*,      67,36.2,*,*,*,*,      87,47.0,744,      79,38.3,   8.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,Mathematics,Mathematics Grade 08,     149,     137,      12,91.9,735,      16,11.7,      31,22.6,      46,33.6,*,*,*,*,      44,32.1,741,      63,46.0, -13.9
SCHOOL,1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,Mathematics,Algebra I,      65,      61,       4,93.8,778,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,Mathematics,Geometry,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
SCHOOL,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,English Language Arts,All Grades,     264,     261,       3,98.9,743,      25,9.6,      54,20.7,      68,26.1,     105,40.2,       9,3.4,     114,43.7,740,     105,41.7,   2.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      67,      67,       0,100.0,742,       9,13.4,      14,20.9,      15,22.4,*,*,*,*,      29,43.3,741,      30,38.5,   4.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      81,      80,       1,98.8,743,       4,5.0,      19,23.8,      24,30.0,*,*,*,*,      33,41.3,739,      25,43.9,  -2.6
SCHOOL,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      58,      56,       2,96.6,741,       7,12.5,      15,26.8,       9,16.1,*,*,*,*,      25,44.6,732,      16,26.7,  17.9
SCHOOL,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,      58,      58,       0,100.0,745,       5,8.6,       6,10.3,      20,34.5,*,*,*,*,      27,46.6,749,      34,59.6, -13.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,Mathematics,All Grades,     264,     259,       5,98.1,732,      37,14.3,      75,29.0,      73,28.2,      65,25.1,       9,3.5,      74,28.6,735,      84,34.3,  -5.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      67,      66,       1,98.5,745,       4,6.1,      14,21.2,      19,28.8,*,*,*,*,      29,43.9,746,      36,46.2,  -2.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      81,      80,       1,98.8,731,       9,11.3,      28,35.0,      22,27.5,*,*,*,*,      21,26.3,728,      18,32.1,  -5.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      58,      55,       3,94.8,727,      12,21.8,      17,30.9,      10,18.2,*,*,*,*,      16,29.1,724,      13,24.1,   5.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,      58,      58,       0,100.0,724,      12,20.7,      16,27.6,      22,37.9,*,*,*,*,       8,13.8,736,      17,29.8, -16.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,English Language Arts,All Grades,     203,     200,       3,98.5,729,      41,20.5,      45,22.5,      58,29.0,      52,26.0,       4,2.0,      56,28.0,729,      45,26.3,   1.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      57,      56,       1,98.2,719,      20,35.7,      11,19.6,      13,23.2,*,*,*,*,      12,21.4,708,       6,12.0,   9.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      48,      47,       1,97.9,728,       7,14.9,      12,25.5,      18,38.3,*,*,*,*,      10,21.3,741,      13,34.2, -12.9
SCHOOL,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      50,      49,       1,98.0,737,       6,12.2,      13,26.5,      10,20.4,*,*,*,*,      20,40.8,734,      12,30.0,  10.8
SCHOOL,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 06,      48,      48,       0,100.0,733,       8,16.7,       9,18.8,      17,35.4,*,*,*,*,      14,29.2,739,      14,32.6,  -3.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,Mathematics,All Grades,     205,     202,       3,98.5,720,      47,23.3,      70,34.7,      54,26.7,*,*,*,*,      31,15.3,725,      41,24.0,  -8.7
SCHOOL,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      58,      57,       1,98.3,724,      12,21.1,      13,22.8,      21,36.8,*,*,*,*,      11,19.3,713,       8,16.0,   3.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 04,      48,      47,       1,97.9,711,      14,29.8,      21,44.7,*,*,*,*,*,*,*,*,734,       9,23.7,*
SCHOOL,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 05,      51,      50,       1,98.0,727,       8,16.0,      20,40.0,       9,18.0,*,*,*,*,      13,26.0,729,      11,27.5,  -1.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 06,      48,      48,       0,100.0,718,      13,27.1,      16,33.3,*,*,*,*,*,*,*,*,727,      13,30.2,*
SCHOOL,1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,English Language Arts,All Grades,     158,     157,       1,99.4,751,       7,4.5,      23,14.6,      45,28.7,      69,43.9,      13,8.3,      82,52.2,748,      92,49.2,   3.0
SCHOOL,1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 03,      41,      40,       1,97.6,759,*,*,*,*,      11,27.5,*,*,*,*,      25,62.5,753,      33,60.0,   2.5
SCHOOL,1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 04,      52,      52,       0,100.0,753,*,*,*,*,      14,26.9,      19,36.5,       9,17.3,      28,53.8,740,      28,39.4,  14.4
SCHOOL,1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,English Language Arts,English Language Arts Grade 05,      65,      65,       0,100.0,744,*,*,*,*,      20,30.8,*,*,*,*,      29,44.6,752,      31,50.8,  -6.2
SCHOOL,1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,Mathematics,All Grades,     158,     156,       2,98.7,747,       8,5.1,      27,17.3,      45,28.8,      64,41.0,      12,7.7,      76,48.7,740,      68,36.4,  12.3
SCHOOL,1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,Mathematics,Mathematics Grade 03,      41,      40,       1,97.6,760,*,*,*,*,*,*,*,*,*,*,      25,62.5,746,      25,45.5,  17.0
